CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
5202591,10/19/15 10:34,10/27/15 2:21,10/27/15 2:21,Closed,"Case Completed - resolved: work order already submitted to start training trees up from pavement. that observation does not make sense. the trees are young and newly planted. how could they be overgrown. the trees have recently been pruned to start elevating the crown so the lowest permanent branch will eventually meet street and sidewalk required clearances. this cannot be done over night. there would be no canopy left. the trees would be damaged, and alas it would be very ugly and poor impression to visitors and tourist",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,"435 BROADWAY, SAN FRANCISCO, CA, 94133",3,North Beach,"(37.79799512726, -122.404510747047)",Voice In,
5202577,10/19/15 10:30,10/20/15 12:00,10/20/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:permit did not require replacement tree. sidewalk too narrow. following up with owner on landscaping permit.   BUF Action:Inspect. date completed - 10/20/2015. "".",DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Empty_tree_basin,"304 LILY ST, SAN FRANCISCO, CA, 94102",5,Lower Haight,"(37.774160409322, -122.42606537661)",Voice In,
5202468,10/19/15 10:10,10/19/15 13:18,10/19/15 13:18,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,Intersection of GENEVA AVE and SAN JOSE AVE,11,Cayuga,"(37.7207241885324, -122.446608626369)",Integrated Agency,
5202462,10/19/15 10:09,,10/19/15 17:30,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Near_communication_line,"1438 QUESADA AVE, SAN FRANCISCO, CA, 94124",10,Bayview,"(37.730701909242, -122.38652763924)",Voice In,
5202309,10/19/15 9:38,,10/26/15 17:47,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Property_damage,"335 7TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.776297081123, -122.406994579814)",Voice In,
5202115,10/19/15 8:52,10/20/15 10:03,10/20/15 10:03,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"1475 POLK ST, SAN FRANCISCO, CA, 94109",3,Polk Gulch,"(37.790291198134, -122.420767348333)",Integrated Agency,
5201722,10/19/15 7:37,10/19/15 8:20,10/19/15 8:20,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,"880 HARRISON ST, SAN FRANCISCO, CA, 94107",6,South of Market,"(37.779610055463, -122.401671802336)",Web Self Service,
5201671,10/19/15 7:14,10/22/15 8:58,10/22/15 8:58,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Trees - Damaged_Tree,About_to_fall,"2150 SLOAT BLVD, SAN FRANCISCO, CA, 94116",4,Parkside,"(37.73404221032, -122.497408065459)",Voice In,
5201647,10/19/15 7:01,10/20/15 12:44,10/20/15 12:44,Closed,Case Completed - resolved: Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,Intersection of BUCHANAN ST and LOMBARD ST,2,Union Street,"(37.8002602181953, -122.432760623493)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5624f7c3df86670305afccfb/photo_20151019_070102.jpg
5201645,10/19/15 6:59,12/23/15 6:57,12/23/15 6:57,Closed,Case Completed - resolved: Will have to pave this DPW site due to waterline conflict    Notes:water line must pave .   BUF Action:Pave.,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"1845 LOMBARD ST, SAN FRANCISCO, CA, 94123",2,Union Street,"(37.800207773658, -122.431863005995)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5624f771df86670305afcce5/photo_20151019_065928.jpg
5201309,10/18/15 21:19,10/22/15 9:54,10/22/15 9:54,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of BALBOA ST and 16TH AVE,1,Inner Richmond,"(37.7767414798053, -122.474821123842)",Voice In,
5201302,10/18/15 21:15,10/23/15 12:45,10/23/15 12:45,Closed,"Case Completed - resolved: tree canopy may be within 6 ft of bulb, these trees appear to be small",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_street_lights,"1642 FUNSTON AVE, SAN FRANCISCO, CA, 94122",7,Golden Gate Heights,"(37.757472724346, -122.470010769906)",Voice In,
5201094,10/18/15 19:23,10/27/15 1:05,10/27/15 1:05,Closed,Case Completed - resolved: 1601X Sanchez - tree #4 at corner of Day on Sachez. Rec/Parks responsibility,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of SANCHEZ ST and DAY ST,8,Noe Valley,"(37.7427642989725, -122.428805604156)",Voice In,
5201023,10/18/15 18:48,10/27/15 1:49,10/27/15 1:49,Closed,Case Completed - resolved: The contractors responsible for maintaining the new Cesar Chavez landscaping will replace the Dead trees,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"3183 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94110",9,Bernal Heights,"(37.748157856522, -122.413275391832)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56244c0edf86670305afc569/report.jpg
5200704,10/18/15 15:59,10/28/15 11:00,10/28/15 11:00,Closed,"Case Completed - resolved: need exact address, picture shows paved basin.",DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,Intersection of 47TH AVE and WAWONA ST,4,Parkside,"(37.7361351545515, -122.505296732713)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5624245ddf86670305afc13e/report.jpg
5200693,10/18/15 15:54,1/26/16 3:38,1/26/16 3:38,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"245 MARKET ST, SAN FRANCISCO, CA, 94105",6,South of Market,"(37.775548024655, -122.418573386223)",Integrated Agency,
5200648,10/18/15 15:27,11/17/15 8:58,11/17/15 8:58,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"245 MARKET ST, SAN FRANCISCO, CA, 94105",6,South of Market,"(37.775548024655, -122.418573386223)",Integrated Agency,
5200646,10/18/15 15:25,10/20/15 11:36,10/20/15 11:36,Closed,"Case Completed - resolved: Request Letter Sent.   if you illegally remove the tree without a permit you will be issued a fine of $1,847.",DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,Intersection of 12TH AVE and TARAVAL ST,7,West Portal,"(37.7433838068465, -122.468073210142)",Web Self Service,
5200527,10/18/15 14:34,10/29/15 2:58,10/29/15 2:58,Closed,Case Completed - resolved: fine process has already begun.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,Intersection of SHIELDS ST and RAMSELL ST,11,Merced Heights,"(37.7179122171112, -122.466235148501)",Web Self Service,
5199926,10/18/15 9:57,10/30/15 12:36,10/30/15 12:36,Closed,Case Completed - resolved: Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Dead_tree,"20 COOK ST, SAN FRANCISCO, CA, 94118",2,Laurel Heights / Jordan Park,"(37.783290023725, -122.452361592592)",Web Self Service,
5199831,10/18/15 9:14,,10/18/15 9:52,Open,in progress,DPW BUF Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,Intersection of HENRY ST and SANCHEZ ST,8,Duboce Triangle,"(37.766796205139, -122.431114446146)",Voice In,
5199579,10/18/15 1:48,10/20/15 1:55,10/20/15 1:55,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Shrubbery_blocking_visibility,Intersection of SLOAT BLVD and 21ST AVE,7,Parkside,"(37.7346176976936, -122.477080996447)",Voice In,
5199577,10/18/15 1:46,10/23/15 12:35,10/23/15 12:35,Closed,Case Completed - resolved: Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of CLAREMONT BLVD and ALLSTON WAY,7,West Portal,"(37.7422595420253, -122.463953286128)",Voice In,
5209178,10/20/15 23:44,10/26/15 10:18,10/26/15 10:18,Closed,"Case Completed - resolved: large healthy trees, streetlight is across street. no pruning required.",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_street_lights,"1 JOSE SARRIA CT, SAN FRANCISCO, CA, 94114",8,Castro,"(37.764257199106, -122.431893899498)",Web Self Service,
5209071,10/20/15 22:03,11/12/15 7:41,11/12/15 7:41,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Vacant_lot_weeding,"75 ROOSEVELT WAY, SAN FRANCISCO, CA, 94114",8,Corona Heights,"(37.766485802906, -122.437701739799)",Web Self Service,
5209065,10/20/15 21:55,10/27/15 11:59,10/27/15 11:59,Closed,"Case Completed - resolved: streetlight has required clearance. street lights are not designed to prevent crime, neighbors should leave outdoor lighting if concerned about break-ins during the dark of night .closeat tree was recently pruned, thinned out.",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Other_enter_additional_details_below,"75 ROOSEVELT WAY, SAN FRANCISCO, CA, 94114",8,Corona Heights,"(37.766485802906, -122.437701739799)",Web Self Service,
5208948,10/20/15 19:45,10/27/15 12:03,10/27/15 12:03,Closed,Case Completed - resolved: trees have required clearance,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_street_lights,Intersection of 15TH ST and LANDERS ST,8,Mission Dolores,"(37.7661940948288, -122.427757203996)",Voice In,
5208716,10/20/15 17:52,10/29/15 2:50,10/29/15 2:50,Closed,Case Completed - resolved: We are creating Service Order to get back flow repaired to enable efficient irrigation.,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Other,"2255 LOMBARD ST, SAN FRANCISCO, CA, 94123",2,Cow Hollow,"(37.799402857784, -122.43857314179)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5626e1e9df86670305affebf/report.jpg
5208568,10/20/15 17:17,,10/21/15 16:39,Open,accepted,DPW BUF Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"1500 OCEAN AVE, SAN FRANCISCO, CA, 94112",7,Westwood Park,"(37.724515882323, -122.458444440846)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5626d998df86670305affcdf/report.jpg
5208244,10/20/15 16:09,,10/29/15 16:49,Open,open,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Dead_tree,"170 VALENCIA ST, SAN FRANCISCO, CA, 94103",8,South of Market,"(37.770430812866, -122.42284844719)",Voice In,
5208227,10/20/15 4:06,,10/20/15 4:06,Open,Open,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"80 KEYSTONE WAY, SAN FRANCISCO, CA, 94127",7,Mt. Davidson Manor,"(37.727427123741, -122.462460613951)",Voice In,
5208220,10/20/15 4:05,,10/20/15 4:05,Open,Open,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Other_enter_additional_details_below,"30 EAGLE ST, SAN FRANCISCO, CA, 94114",8,Eureka Valley,"(37.758394953592, -122.442779867459)",Voice In,
5208208,10/20/15 16:03,10/28/15 12:00,10/28/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  BUF Action:Inspect. date completed - 10/28/2015. "".",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"28 SANTA ROSA AVE, SAN FRANCISCO, CA, 94112",11,Mission Terrace,"(37.726111312869, -122.434509766804)",Voice In,
5207997,10/20/15 15:25,10/27/15 1:17,10/27/15 1:17,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"854 FLORIDA ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.758229846962, -122.410715244348)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5626bf79df86670305aff8f8/report.jpg
5207993,10/20/15 15:24,10/27/15 1:20,10/27/15 1:20,Closed,Case Completed - resolved: Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"854 FLORIDA ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.758229846962, -122.410715244348)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5626bf36df86670305aff8e0/report.jpg
5207946,10/20/15 15:16,,10/20/15 20:52,Open,accepted,DPW BUF Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"2450 CALIFORNIA ST, SAN FRANCISCO, CA, 94115",2,Pacific Heights,"(37.788907545469, -122.434868387485)",Web Self Service,
5207938,10/20/15 15:14,10/21/15 2:51,10/21/15 2:51,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Other,"1141 COLE ST, SAN FRANCISCO, CA, 94117",5,Ashbury Heights,"(37.76342078726, -122.449654521687)",Voice In,
5207621,10/20/15 14:14,2/27/16 2:44,2/27/16 2:44,Closed,Case Completed - Case Resolved:,DPW BUF Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"369 ARGUELLO BLVD, SAN FRANCISCO, CA, 94118",1,Inner Richmond,"(37.783723306344, -122.459239006327)",Voice In,
5207357,10/20/15 13:24,10/21/15 1:21,10/21/15 1:21,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"1901 OAK ST, SAN FRANCISCO, CA, 94117",5,Haight Ashbury,"(37.771399616012, -122.45063864968)",Voice In,
5207117,10/20/15 12:39,10/29/15 7:35,10/29/15 7:35,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"3714 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94110",8,Dolores Heights,"(37.748000019647, -122.422869206244)",Open311,
5206622,10/20/15 11:19,10/20/15 12:36,10/20/15 12:36,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,Intersection of 26TH ST and DE HARO ST,10,Potrero Hill,"(37.750753140422, -122.400217467133)",Integrated Agency,
5206367,10/20/15 10:31,,10/20/15 10:37,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Sewer_damage_tree_roots,"513 POTRERO AVE, SAN FRANCISCO, CA, 94110",10,Potrero Hill,"(37.762629437266, -122.407041635142)",Voice In,
5206058,10/20/15 9:25,,10/20/15 9:29,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Lifted_sidewalk_tree_roots,"1089 FOLSOM ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.77695752729, -122.407315565023)",Voice In,
5205726,10/20/15 8:08,10/27/15 12:00,10/27/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:sent letter for empty basin.   BUF Action:Inspect. date completed - 10/27/2015. "".",DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,Intersection of MASON ST and POST ST,3,Lower Nob Hill,"(37.7880822904846, -122.410057080974)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5626591edf86670305afea6d/report.jpg
5212875,10/21/15 22:27,10/30/15 8:12,10/30/15 8:12,Closed,Case Completed - resolved: Monday 11/2,DPW BUF Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of CERRITOS AVE and MERCEDES WAY,7,Ingleside Terraces,"(37.7267877021518, -122.471131978427)",Voice In,
5212871,10/21/15 22:26,10/23/15 12:30,10/23/15 12:30,Closed,Case Completed - resolved: Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of KENWOOD WAY and MANOR DR,7,Mt. Davidson Manor,"(37.7282530287039, -122.464070460646)",Voice In,
5212583,10/21/15 18:43,10/23/15 1:44,10/23/15 1:44,Closed,Case Completed - resolved: theres a water meter right in the middle of the bricked off basin,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"2148 UNION ST, SAN FRANCISCO, CA, 94123",2,Union Street,"(37.797249741634, -122.434663480311)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56283f5adf8666a7e7eb701e/report.jpg
5212568,10/21/15 18:35,10/23/15 1:52,10/23/15 1:52,Closed,"Case Completed - resolved: initiate fine process, for illegal remoaval at 2159 Filbert.",DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"2156 FILBERT ST, SAN FRANCISCO, CA, 94123",2,Union Street,"(37.798165789668, -122.434978198939)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56283d5bdf8666a7e7eb6f96/report.jpg
5212559,10/21/15 18:31,10/23/15 12:58,10/23/15 12:58,Closed,Case Completed - resolved: Request Letter Sent.   property owner is working with friends of urban forest non profit org to plant,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"3060 BUCHANAN ST, SAN FRANCISCO, CA, 94123",2,Union Street,"(37.798318668827, -122.43220936211)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56283c74df8666a7e7eb6f1a/report.jpg
5212486,10/21/15 18:17,10/21/15 22:10,10/21/15 22:10,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"1615 GREEN ST, SAN FRANCISCO, CA, 94123",2,Pacific Heights,"(37.79723449378, -122.425813061667)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5628394bdf8666a7e7eb6ee6/report.jpg
5212483,10/21/15 18:16,10/21/15 22:11,10/21/15 22:11,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"1670 GREEN ST, SAN FRANCISCO, CA, 94123",2,Union Street,"(37.79737586802, -122.426557633092)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/562838f9df8666a7e7eb6eb4/report.jpg
5212457,10/21/15 18:06,10/23/15 1:37,10/23/15 1:37,Closed,Case Completed - resolved: need specific address.,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,Intersection of LAGUNA ST and VALLEJO ST,2,Pacific Heights,"(37.7958535401878, -122.430182946935)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56283692df8666a7e7eb6ded/report.jpg
5212252,10/21/15 17:16,10/27/15 11:51,10/27/15 11:51,Closed,Case Completed - resolved: No trees at this address need to be pruned,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"3249 17TH ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763386024192, -122.418271469239)",Open311,
5211994,10/21/15 16:19,10/23/15 12:56,10/23/15 12:56,Closed,Case Completed - resolved: Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Dead_tree,"421 ARGUELLO BLVD, SAN FRANCISCO, CA, 94118",1,Inner Richmond,"(37.782735522545, -122.459167421457)",Web Self Service,
5211867,10/21/15 15:54,,10/22/15 9:27,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,Intersection of FOLSOM ST and 20TH ST,9,Mission,"(37.7588959061038, -122.414689959722)",Voice In,
5211669,10/21/15 15:05,10/21/15 17:42,10/21/15 17:42,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:Tree was relinquished in 2012. tree is healthy. dead fronds can be pruned..   BUF Action:Inspect. date completed - 10/21/2015. "".",DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Dead_tree,"2436 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.758065169877, -122.41905079288)",Voice In,
5211472,10/21/15 14:16,,10/21/15 14:18,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Lifted_sidewalk_tree_roots,"274 SAN CARLOS ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.759012620054, -122.420006240127)",Voice In,
5211456,10/21/15 14:13,,10/21/15 14:15,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Lifted_sidewalk_tree_roots,"270 SAN CARLOS ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.759046698907, -122.420018458765)",Voice In,
5211387,10/21/15 14:02,,2/25/16 11:05,Open,accepted,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Other,"410 DOUGLASS ST, SAN FRANCISCO, CA, 94114",8,Eureka Valley,"(37.756842468435, -122.439094423938)",Integrated Agency,
5211186,10/21/15 13:21,,10/21/15 13:21,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,Intersection of 11TH ST and MARKET ST,6,South of Market,"(37.7755581845793, -122.418658416618)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5627f3dadf86670305b01277/photo_20151021_131746.jpg
5211171,10/21/15 13:18,,10/21/15 13:18,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,Intersection of OAK ST and VAN NESS AVE,5,Civic Center,"(37.7754222775657, -122.419396879505)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5627f320df86670305b01244/photo_20151021_131746.jpg
5210914,10/21/15 12:41,10/29/15 1:45,10/29/15 1:45,Closed,"Case Completed - resolved: Tree is not overgrown. no pruning required. tree does have seed pods, but are very fine texture.",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_sidewalk,"5155 3RD ST, SAN FRANCISCO, CA, 94124",10,Bayview,"(37.731300209397, -122.391700387302)",Voice In,
5210868,10/21/15 12:35,10/26/15 2:27,10/26/15 2:27,Closed,Case Completed - resolved: trees can safely contact the communication lines. pg&e inspects trees yearly for contact with primary electric lines. no work required.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Near_communication_line,"3171 25TH ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.750823790066, -122.413267666074)",Voice In,
5210852,10/21/15 12:32,10/26/15 2:27,10/26/15 2:27,Closed,Case Completed - resolved: trees can safely contact the communication lines. pg&e inspects trees yearly for contact with primary electric lines. no work required.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Near_communication_line,"3177 25TH ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.750821288031, -122.413446304891)",Voice In,
5210661,10/21/15 11:56,10/22/15 7:06,10/22/15 7:06,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,"585 DOLORES ST, SAN FRANCISCO, CA, 94110",8,Mission Dolores,"(37.760159954254, -122.425708922469)",Voice In,
5210624,10/21/15 11:50,10/28/15 11:07,10/28/15 11:07,Closed,Case Completed - resolved: Need exact address. Privately maintained trees on this block.,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Property_damage,Intersection of 22ND AVE and LAWTON ST,4,Outer Sunset,"(37.7578254192871, -122.479945155729)",Voice In,
5210276,10/21/15 10:40,1/14/16 6:42,1/14/16 6:42,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Trees - Overgrown_Tree,Near_communication_line,"416 ARGUELLO BLVD, SAN FRANCISCO, CA, 94118",2,Laurel Heights / Jordan Park,"(37.783373358069, -122.458811579051)",Voice In,
5209762,10/21/15 9:03,10/30/15 2:23,10/30/15 2:23,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:from CMMS: .   BUF Action:Remove-Plant (Landscape): CMMS. date completed - 10/30/2015. "".",DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"68 MCCOPPIN ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.771760667147, -122.421803681461)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5627b75fdf86670305b007f0/report.jpg
5209664,10/21/15 8:43,10/21/15 10:19,10/21/15 10:19,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"875 VERMONT ST, SAN FRANCISCO, CA, 94107",10,Potrero Hill,"(37.758575490509, -122.403738476706)",Integrated Agency,
5209655,10/21/15 8:42,,10/21/15 8:43,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"401 PARIS ST, SAN FRANCISCO, CA, 94112",11,Excelsior,"(37.722226640278, -122.434338931768)",Voice In,
5209637,10/21/15 8:39,10/27/15 12:00,10/27/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:empty basin.   BUF Action:Inspect. date completed - 10/27/2015. "".",DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"52 MASON ST, SAN FRANCISCO, CA, 94102",6,Downtown / Union Square,"(37.78384187837, -122.409066651356)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5627b1c8df86670305b00783/report.jpg
5227117,10/26/15 19:40,10/26/15 21:25,10/26/15 21:25,Closed,Case Completed - resolved: Request Letter Sent.   HOA maintained,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_traffic_signal,Intersection of JUNIPERO SERRA BLVD and HOLLOWAY AVE,11,Ingleside,"(37.7216605161995, -122.471983331695)",Voice In,
5227113,10/26/15 19:38,10/26/15 21:34,10/26/15 21:34,Closed,Case Completed - resolved: Request Letter Sent.   HOA median give address of Tree,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_traffic_signal,Intersection of JUNIPERO SERRA BLVD and WINSTON DR,7,Stonestown,"(37.7268209410153, -122.47237929479)",Voice In,
5227100,10/26/15 19:33,10/26/15 21:23,10/26/15 21:23,Closed,Case Completed - resolved: location unspecified multiple corners and directions on interaction need address of tree,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_traffic_signal,Intersection of JUNIPERO SERRA BLVD and OCEAN AVE,7,Merced Manor,"(37.7312054765231, -122.472160169375)",Voice In,
5227085,10/26/15 19:26,12/11/15 1:41,12/11/15 1:41,Closed,Case Completed - resolved: cal trans jurisdiction.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of ALEMANY BLVD and JUNIPERO SERRA BLVD,7,Merced Heights,"(37.7090865419885, -122.471013228957)",Voice In,
5226910,10/26/15 18:01,11/20/15 1:03,11/20/15 1:03,Closed,"Case Completed - resolved: Request Letter Sent.   cannot replant, told to file retroactive removal and pave. too close to intersection",DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,Intersection of 2ND ST and BRYANT ST,6,South Beach,"(37.7830778046958, -122.393618206884)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/562eccffdf865765f7485276/report.jpg
5226879,10/26/15 17:46,11/13/15 11:58,11/13/15 11:58,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"55 MINERVA ST, SAN FRANCISCO, CA, 94112",11,Oceanview,"(37.715676620694, -122.454534405804)",Voice In,
5226720,10/26/15 17:01,10/26/15 20:32,10/26/15 20:32,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,"507 COLUMBUS AVE, SAN FRANCISCO, CA, 94133",3,North Beach,"(37.799721519257, -122.409597704172)",Voice In,
5226612,10/26/15 16:31,10/26/15 20:32,10/26/15 20:32,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,"577 COLUMBUS AVE, SAN FRANCISCO, CA, 94133",3,North Beach,"(37.800008978631, -122.410121501921)",Voice In,
