City,State,SizeRank,MarketHealthIndex,SellForGain,PrevForeclosed,ForeclosureRatio,ZHVI,MoM,YoY,ForecastYoYPctChange,StockOfREOs,NegativeEquity,Delinquency,DaysOnMarket
Clinton,TN,1537,1.316960148,81.82,12.1855,5.9984,112000,-0.444444444,-1.321585903,0.038258929,48.6,0.154855643,0.027542373,102.5
Gahanna,OH,1539,7.501390176,80.77,5.5575,3.7382,187100,0.429414922,4.583566238,0.029812934,39.1,0.103086664,0.028790787,84
Westfield,NJ,1541,9.607043559,88.89,1.5152,0.7781,699500,1.303403331,3.247232472,0.014834882,13.8,0.039208075,0.034653465,121
Camas,WA,1556,9.398517146,85.19,3.0016,1.4127,382500,0.684390629,9.410755149,0.038554248,43.8,0.061127228,0.040677966,92
Catalina Foothills,AZ,1561,6.31510658,76.19,4.8823,2.2503,409100,0.466601179,1.690280885,0.037699829,38.2,0.120935232,0.024444444,102
Rahway,NJ,1566,0.257645968,81.82,24.8728,8.5036,214500,0.280504909,-5.921052632,-0.016657343,91.6,0.320031712,0.132122213,169
Orangevale,CA,1569,6.818350324,85.71,10.0675,3.3982,320100,0.977917981,7.164378976,0.053139644,64.4,0.099620893,0.027484144,66
Rockwall,TX,1570,9.654309546,86.84,1.3514,1.4339,227200,0.620017715,14.28571429,0.058873239,34.3,0.053611104,0.016337701,75
Fridley,MN,1572,4.962001854,70.59,7.4138,4.0929,169300,0.893921335,8.595253368,0.034258712,58.1,0.14789916,0.026988636,87
Plum,PA,1574,7.612604263,100,5.9167,0.7825,146800,0.410396717,2.370990237,0.024134877,21,0.059630739,0.041841004,98
Cabot,AR,1578,3.496756256,82.35,12.025,4.7064,138200,0.363108206,2.598366741,0.029956585,64.4,0.143989908,0.025031289,128
Monterey,CA,1579,9.417052827,100,2.6866,1.9124,664200,0.621118012,5.59618442,0.025585667,41.3,0.065909091,0.022988506,102
Town of Rotterdam,NY,1581,0.516218721,77.78,10.092,5.1775,154200,-0.387596899,-1.153846154,0.014357977,34,0.160833954,0.087962963,125
Florin,CA,1583,5.371640408,66.67,16.1818,1.3881,196200,1.290655653,7.802197802,0.05716106,66.9,0.177649007,0.039142591,71
Englewood,NJ,1585,1.772011121,76.92,4.2225,7.3975,340500,0.235501913,0.709849157,0.008604993,49.3,0.175508945,0.181019332,149
Newberg,OR,1586,3.487488415,84.21,14.1199,10.0945,257300,0.5078125,9.303313509,0.034710455,75.3,0.080430652,0.062992126,79.5
Marysville,CA,1591,3.809082484,76.47,9.3351,5.1519,181900,0.719822813,8.016627078,0.082237493,68.3,0.207032534,0.031746032,65.5
Norco,CA,1595,4.846153846,100,4.7619,2.8363,470400,-0.338983051,1.248385708,0.057506378,39.5,0.086437305,0.055921053,118
Middletown,NJ,1598,4.868396664,72.22,1.6015,0.6225,340600,0.205942924,0.709639267,0.009544921,31.6,0.102229618,0.121671519,152.5
Terrell,TX,1607,5.90639481,100,12.5,4.3154,106700,0.565504241,12.4341412,0.05420806,59.2,0.103648664,0.049710224,77
Bergenfield,NJ,1609,2.195551437,85.19,7.5695,4.8845,320900,0.690304361,2.360446571,0.012944843,34.9,0.159678634,0.128930818,160
Arroyo Grande,CA,1615,9.46802595,78.95,1.4817,1.2156,647400,0.294345469,8.170426065,0.045225517,60.3,0.036056338,0,107.5
Darlington,SC,1621,5.948100093,55.56,4.4342,1.3862,75300,0.266311585,8.658008658,0.035126162,28.8,0.113706507,0.091368437,114
Atlantic City,NJ,1625,0.006487488,37.5,15.7386,9.4589,126800,-0.157480315,-13.03155007,-0.046514196,112.5,0.293436293,0.278195489,167.5
Claremont,CA,1633,5.21223355,95.24,2.3333,2.3752,625400,0.176197341,3.697562593,0.009696194,100.9,0.039175258,0.035087719,86
Sherwood,OR,1639,6.424467099,91.3,11.3451,5.9272,359300,0.700672646,10.6900801,0.0403312,45.9,0.045385396,0.033519553,64
Imperial Beach,CA,1642,9.28081557,80,4.7619,1.3322,466000,1.040763226,19.57916346,0.070124464,56.5,0.115124153,0.006535948,73
Chaska,MN,1651,3.585727525,88.24,11.2649,2.4101,248500,0.363489499,1.428571429,0.028209256,63.3,0.100298762,0.019148936,91
Olivehurst,CA,1657,3.208526413,72.73,7.888,7.6049,184500,0.544959128,7.142857143,0.080747967,77,0.210411471,0.02962963,66.5
Parkland,WA,1658,4.976830399,100,13.4048,7.2121,199300,0.758341759,10.29330382,0.06016558,68.7,0.184510545,0.055066023,83
Doylestown Township,PA,1666,5.256719184,72.22,6.3973,1.2917,389400,0.128567755,2.825455506,0.014717514,20.2,0.089272858,0.010752688,144.5
Sherwood,AR,1668,1.035217794,84.62,12.8033,5.7803,133300,0,-0.224550898,0.02471868,47.5,0.149823944,0.034077556,136
Des Moines,WA,1669,5.617238184,82.61,7.1725,3.0778,287800,0.735036752,13.62021319,0.064652536,58.5,0.151190221,0.042553191,58
Warminster,PA,1672,4.113994439,94.12,8.395,2.0008,267700,-0.111940299,1.825789273,0.011961151,19,0.072261779,0.050314465,97
Easton,PA,1674,0.122335496,50,30.0786,15.2599,103800,-0.192307692,2.366863905,0.018901734,114.4,0.249347521,0.07568438,122
University Place,WA,1677,7.992585728,85.71,7.0238,3.2524,309100,0.618489583,5.136054422,0.040892915,33.9,0.10443284,0.031094187,96.5
Warrenton,VA,1679,5.395736793,90.91,6.318,2.2819,345300,0.261324042,-0.918220947,-0.000278019,19.7,0.100150387,0.022420012,105.5
Sebastopol,CA,1680,9.49304912,100,3.8506,0.8796,721800,0.838222967,10.21530005,0.024541424,51.5,0.031433608,0.028037383,75
Stanton,CA,1681,9.013901761,100,4.5249,1.3034,420300,0.50215208,5.075,0.015339044,42,0.073383578,0.021621622,80
Kirkwood,MO,1682,8.878591288,81.82,2.9412,3.9344,254700,0.871287129,8.706786172,0.041645073,31.7,0.098603122,0.013095238,83
Green,OH,1684,4.131603336,83.33,10.6768,4.8285,163800,0.367647059,2.824858757,0.029151404,35.4,0.083423619,0.038961039,87
Barberton,OH,1685,1.430954588,100,28.1034,5.9247,71400,0.280898876,3.930131004,0.02859944,70.8,0.193075483,0.035541195,94
Sun City West,AZ,1688,8.959221501,83.56,2.3129,1.332,202600,1.047381546,5.962343096,0.032897335,28.1,0.066886191,0.012307692,50
Lower Merion Township,PA,1698,4.549582947,85,8.0655,0.8282,589900,-0.118523535,0.545423555,0.009515172,21,0.064710766,0.033506578,112
Seatac,WA,1701,5.423540315,94.44,11.3064,5.0502,264200,0.037864445,11.10176619,0.062255867,55.6,0.137278583,0.020527859,73
Shoreview,MN,1702,9.120481928,88.89,6.9345,1.6622,248700,1.056481105,8.271658685,0.040916767,37.4,0.09158739,0.016293279,105
Wausau,WI,1703,5.368860056,66.67,7.2446,1.3187,95900,0,4.694323144,0.03189781,45.6,0.101660991,0.020854952,137
Matthews,NC,1707,7.27618165,83.33,7.6162,2.2414,228700,0.660211268,5.87962963,0.035347617,23.3,0.066232507,0.035564854,76
Savage,MN,1710,6.511584801,73.08,8.8207,1.314,250900,0.480576692,5.954391892,0.028979673,49.6,0.085377984,0.025242718,94
Hilliard,OH,1713,8.414272475,100,7.0514,4.4935,210900,0.909090909,7.110208228,0.037657658,36.1,0.077045696,0.017241379,69.5
Clover,SC,1716,2.860982391,69.23,8.5667,3.0746,169900,0.354400473,0.058892815,0.032966451,30.9,0.101434213,0.051229508,92.5
Mount Airy,MD,1719,4.3197405,76.92,5.1956,2.3048,376200,0.346759136,0.21310602,0.003979266,18.8,0.086991738,0.03538175,144.5
Ridgewood,NJ,1723,6.567191844,96.3,3.1346,0.7651,669800,0.239449267,3.412073491,0.013121827,12.4,0.050541516,0.066666667,139
Westport,CT,1724,2.770157553,85.71,7.1078,1.6153,1098900,0.07285311,-0.758602005,0.003488943,42.2,0.041038526,0.045918367,177
Windsor,CA,1726,7.693234476,100,4.6866,1.9876,528800,0.513210416,8.271908272,0.02440053,71.2,0.054668602,0.026548673,56.5
Winchester,CA,1728,3.030583874,72.73,9.6341,4.7366,363800,0.441744892,5.510440835,0.055854865,69.8,0.15942029,0.046280992,75
Alabaster,AL,1729,3.716404078,84.62,19.5637,8.592,152100,0.396039604,2.839756592,0.029579224,64.2,0.102858133,0.022785856,105
Burien,WA,1730,6.464318814,96.43,9.6722,3.9766,303500,0.797077383,11.99261993,0.064174629,51.9,0.096869616,0.042825399,60
Hazleton,PA,1731,0.208526413,0,11.8201,7.9754,61300,-0.16286645,-3.159557662,0.013980424,77.1,0.279917184,0.071005917,148
Lower Macungie,PA,1737,5.512511585,74.07,7.6082,2.2111,255400,0.156862745,2.942361951,0.01889585,26.2,0.090939702,0.025127225,99.5
Town of Ridgefield,CT,1740,3.647822057,62.5,11,2.0167,613700,-0.016291952,2.436988817,0.012176959,47.5,0.076182503,0.052197802,143
Kingston,NY,1741,0.336422614,76.47,5.7748,9.5967,137600,0.437956204,-3.370786517,0.007383721,73,0.223820483,0.089974293,146
Maumee,OH,1743,5.552363299,50,9.6639,1.8589,152900,0.459921156,2.755376344,0.028358404,34.1,0.108063021,0.024013722,98
Placerville,CA,1746,7.594068582,90,5.998,2.8374,295000,0.476839237,5.659025788,0.052152542,81.8,0.106467662,0.043613707,102
Tualatin,OR,1748,8.949953661,83.87,3.1111,3.7126,374300,0.591238914,10.08823529,0.047403153,25.4,0.049229992,0.030769231,66
Lemon Grove,CA,1761,8.734939759,100,8.1884,1.9085,388400,0.883116883,10.7815174,0.040587024,58.6,0.084033613,0.030434783,73
Lake Stevens,WA,1762,6.265060241,82.61,10.5071,2.1621,317400,0.316055626,10.43841336,0.058887839,53.2,0.118266099,0.044491525,78.5
Town of Neenah,WI,1763,4.291010195,78.26,7.6647,2.3417,125400,0.07980846,5.82278481,0.025566188,40.8,0.099971679,0.026912181,92
Town of De Pere,WI,1764,8.084337349,66.67,2.8943,2.3878,172700,0.406976744,6.473489519,0.025147655,31.8,0.079312337,0.010928962,98
Galt,CA,1767,6.804448563,84.62,9.8523,1.8747,281500,0.715563506,8.855375097,0.061275311,81.8,0.121133351,0.034334764,71
Sandusky,OH,1769,2.119555144,72.73,11.8198,4.2105,68200,0.294117647,1.037037037,0.027785924,73.6,0.200639338,0.049671978,129
Prior Lake,MN,1782,5.13253012,75.86,6.6022,3.0572,287500,0.524475524,4.507451836,0.029645217,71,0.087423071,0.034296029,103
Sand Springs,OK,1788,6.831325301,100,4.1223,1.789,117500,0.341588386,2.26283725,0.028604255,57,0.10345673,0.035545024,97
Wentzville,MO,1789,3.474513438,55.56,14.5536,4.1036,198500,0.303183426,9.911406423,0.033914358,119.4,0.083552144,0.022224419,88
Balch Springs,TX,1791,7.249304912,100,30.7692,1.8174,85400,0.70754717,12.36842105,0.053981265,86,0.107212476,0.040909091,69
Lodi,NJ,1793,3.427247451,90.91,4.881,8.9678,336000,0.568692008,3.671706263,0.016883929,48.2,0.167912307,0.166172107,149
Ashland,OR,1795,6.96570899,94.44,4,1.364,370800,0.433369447,5.821917808,0.028791802,44.1,0.060504202,0.076388889,92.5
Town of Menasha,WI,1797,7.969416126,66.67,3.0833,2.1017,141200,0.141843972,6.165413534,0.026550992,27.1,0.100977199,0.016129032,115
Elkridge,MD,1798,0.3197405,72.22,12.1604,6.6877,318500,0.062833805,1.724688598,0.008835165,56.7,0.176425418,0.052230686,137
Ramsey,MN,1803,5.337349398,91.67,15.2417,5.0464,214000,0.658513641,6.467661692,0.039275701,77.7,0.118282013,0.023054755,92
Cornelius,NC,1808,7.841519926,78.57,4.9379,0.5926,250900,0.520833333,6.765957447,0.032518932,30.9,0.103977944,0.007575758,86
Aptos,CA,1809,8.745134384,92.86,3.4094,1.5848,781400,0.540401441,6.88004377,0.029299974,62.2,0.036960986,0.037037037,78.5
Cleburne,TX,1813,5.43373494,75,8.4931,5.0454,92200,0.108577633,7.584597433,0.041876356,46.7,0.10290333,0.024993286,78
West Linn,OR,1814,8.729379055,87.23,3.4466,1.9626,439800,0.433889016,9.457441513,0.047748977,33.7,0.063036181,0.023668639,71.5
Culpeper,VA,1816,3.34476367,83.33,13.4165,5.6053,238200,0.252525253,1.017811705,0.006759026,30,0.16153127,0.016913148,110.5
Festus,MO,1818,1.565338276,100,25,6.8584,136800,-0.653594771,2.702702703,0.029678363,44.9,0.186157518,0.029487179,102
Mahwah,NJ,1821,7.711770158,73.33,2.9968,0.8028,438200,0.20580837,3.642384106,0.013950251,16.6,0.06287227,0.063157895,132.5
Elk River,MN,1824,4.726598703,61.9,12.9678,3.7181,204900,0.787014265,8.35536753,0.037735481,93.6,0.130776093,0.016371078,93
Ladera Ranch,CA,1829,6.11862836,78.95,5.5523,6.5597,815800,0.307389647,6.794082995,0.012197843,61.9,0.075846271,0.023489933,88
Patterson,CA,1831,6.153846154,62.5,14.3148,3.2919,270900,0.856291884,9.322033898,0.056127722,86.8,0.167419355,0.036608863,84
Scotch Plains,NJ,1836,5.996292864,81.25,4.4231,1.951,455800,1.041897584,4.685346808,0.0160509,23.5,0.055756698,0.103896104,151
Smyrna,DE,1838,1.389249305,53.85,7.9371,4.0925,208300,0.240615977,3.169886082,0.010787326,28.5,0.190458849,0.105162524,136.5
South Plainfield,NJ,1840,2.050973123,100,9.9728,4.165,310300,-0.032216495,-6.111951589,0.015330325,28.7,0.080990147,0.130563798,133
Warrington,PA,1845,6.258572753,76.19,5.6186,0.8619,358000,-0.027925161,2.256498143,0.014784916,23.2,0.061348006,0.031390135,125
Bella Vista,AR,1846,2.56626506,79.03,8.4841,6.2507,145100,0.554400554,5.450581395,0.023452791,104.8,0.12965447,0.0252654,101
Pikesville,MD,1856,1.864689527,60,13.968,3.148,229700,0.745614035,4.694621696,0.023626469,48.6,0.155098543,0.062983425,100.5
Lorton,VA,1859,4.398517146,89.66,4.0212,3.7193,402900,0.099378882,0.775387694,0.00439315,20.7,0.097353518,0.016498884,85.5
Millington,TN,1860,2.384615385,73.33,28.2712,8.1198,107800,0.092850511,1.79414542,0.04525974,42.3,0.192774652,0.02764977,112
Mercer Island,WA,1861,9.883225209,100,1.6129,0.6446,1131500,0.274725275,12.26312134,0.062445426,17.3,0.023262662,0,51
Poulsbo,WA,1862,5.383688601,78.26,8.0188,4.5613,335500,0.569544365,7.77385159,0.035624441,38.6,0.100787057,0.032537961,78
Spotsylvania,VA,1864,4.530120482,75.68,8.5148,3.8339,198900,0.759878419,4.519180242,0.01340372,36.4,0.183427844,0.037607436,120.5
Berkeley,NJ,1873,1.099165894,70.37,9.0099,9.5309,259300,0.699029126,0.270688322,0.01119167,55.7,0.168588265,0.129179331,179
Cottonwood,AZ,1875,4.813716404,85.71,12.1982,4.4035,180500,0.557103064,6.994665086,0.01433795,55.2,0.112183908,0.032786885,86
Central Point,OR,1886,2.968489342,73.68,14.2327,5.21,206300,0.929549902,8.922914467,0.039995153,58.8,0.141455437,0.063583815,67
Vineyard,CA,1890,8.122335496,100,6.4518,2.7266,333800,0.511894008,11.75092066,0.06966447,67.8,0.10042048,0.024630542,107.5
Maple Heights,OH,1892,0.253012048,83.33,28.0427,6.4228,54400,0.184162063,1.872659176,0.026470588,144.6,0.495968863,0.076793722,98
Oildale,CA,1902,3.840593142,83.33,16.4032,5.1607,126200,0.637958533,5.518394649,0.046259905,86.7,0.197637629,0.029882604,71
Maple Valley,WA,1914,7.419833179,85.71,7.4829,1.9586,371100,0.460205739,9.340011786,0.055933711,57.4,0.095961922,0.0176,61.5
Suisun City,CA,1917,3.667284523,66.67,8.9773,2.767,307600,0.391644909,7.364746946,0.049788687,70.2,0.15551048,0.036231884,61
Colleyville,TX,1920,9.913809082,100,1.3514,0.6077,479900,0.90412111,11.99533256,0.050043759,27,0.041232337,0,88.5
Weatherford,TX,1921,8.500463392,94.74,2.9118,4.6538,149000,0.539811066,12.11437171,0.057006711,49,0.072816203,0.010609577,69
Inman,SC,1923,5.230769231,70.59,7.5505,1.1849,134400,0.598802395,3.464203233,0.03014881,38.6,0.084402871,0.059278351,122.5
Carteret,NJ,1926,2.372567192,100,13.5989,11.4603,231700,0.303030303,3.668903803,0.021018558,53.4,0.23583815,0.155228758,149
Dickson,TN,1930,2.180722892,65,9.345,6.7538,119400,0.336134454,3.916449086,0.019053601,34.3,0.135239797,0.019823789,152.5
Rosemont,CA,1931,4.067655236,78.95,14.0776,4.9604,249200,1.013376571,8.019072388,0.059217496,72,0.164869721,0.024523161,56
Hudson,OH,1938,6.327154773,69.23,4.7024,0.9303,303700,0.032938076,2.290333446,0.025215673,21.4,0.055697697,0.014134276,113
Pottstown,PA,1939,0.168674699,83.33,22.8095,9.9194,117600,-0.338983051,1.379310345,0.010535714,112.6,0.178175403,0.065770863,131
Evergreen,CO,1940,9.818350324,100,3.6039,0.6988,492100,0.46957942,12.42860407,0.040792522,43.4,0.042398287,0.005050505,107
Chowchilla,CA,1942,1.697868397,80,19.2056,6.7936,173100,-0.460034503,7.783312578,0.037059503,98.6,0.188226744,0.023166023,111
Willoughby,OH,1952,2.455050973,84.62,11.3411,5.3507,129400,0.310077519,2.779984114,0.027952087,33.4,0.143346304,0.036916395,90
Yucca Valley,CA,1954,1.690454124,50,21.2413,8.5184,141300,1.000714796,2.317161477,0.046249115,87.7,0.267224723,0.034822425,107
Watauga,TX,1957,8.849860982,100,8.3016,2.2679,125100,0.724637681,16.04823748,0.058609113,73.8,0.041786367,0.025,54
Woodburn,OR,1968,3.779425394,94.12,13.4645,11.0596,176000,0.744132799,14.06351264,0.065113636,53.7,0.118583496,0.073972603,73
Florence,AZ,1980,2.929564411,92.31,5.8975,3.2101,164400,0.488997555,3.656998739,0.026642336,68.3,0.207656004,0.032828283,158
Mira Loma,CA,1987,4.991658943,100,12.2549,2.1673,391500,0.204760686,2.945043387,0.0591341,71.4,0.120970218,0.050761421,86
Guthrie,OK,1988,2.50695088,76.92,12.5,0.6676,105500,-1.124648547,-7.456140351,0.037829384,71.7,0.107071119,0.015787822,84
Prichard,AL,1990,3.189990732,100,18.2264,7.0073,44400,-0.892857143,9.090909091,0.034279279,72.3,0.178582407,0.049726215,121
Benicia,CA,1993,8.792400371,76.47,5.5179,1.8475,546100,0.66359447,7.330974843,0.04930965,46,0.077259794,0.016997167,75.5
Forest Grove,OR,1995,6.620018536,88.89,14.9091,3.4802,267900,0.67643743,10.74824308,0.041060097,48.3,0.073186959,0.022727273,72
New Brighton,MN,1997,6.857275255,88.89,4.0635,3.547,220200,0.318906606,4.558404558,0.032506812,39.8,0.109530366,0.018156425,92.5
Ephrata Township,PA,2005,1.997219648,84.21,19.4877,6.4372,162700,-0.18404908,0.867947923,0.009827904,40.2,0.095560063,0.018867925,111
Mustang,OK,2012,8.268767377,100,5.4567,0.6822,157000,0.834938985,3.562005277,0.025585987,36.6,0.076817181,0.035842294,77
Champlin,MN,2015,7.09823911,76.92,4.9256,3.0439,198100,0.660569106,0.968399592,0.030186774,49.2,0.115295481,0.021775544,92
Minnetonka,MN,2019,6.006487488,89.13,9.4949,1.2743,287800,0.383676317,2.129169624,0.026226546,37.1,0.083198876,0.017247375,116.5
Sahuarita,AZ,2024,1.391102873,60,12.5307,8.8297,179300,-0.111420613,2.398629355,0.041935304,103,0.302064632,0.037890045,106
Agoura Hills,CA,2025,4.728452271,94.44,3.5826,1.6757,772900,-0.309557591,1.072315941,0.005795058,123.7,0.046934866,0.020408163,94
Maryland Heights,MO,2027,5.435588508,66.67,7.3106,2.1942,144800,0.485773768,7.418397626,0.03519337,30.6,0.161388693,0.020348837,73
Kelso,WA,2029,4.494902688,90.91,11.9619,4.1557,160200,0.628140704,7.95148248,0.036747815,37.4,0.162460007,0.035010941,87
Upper Providence Township,PA,2032,5.568118628,80,7.5275,3.956,319400,0.219642297,4.515706806,0.02187226,24.2,0.067979383,0.030317306,129
Sparta,NJ,2039,5.1278962,50,3.8445,1.6119,327200,0.584076237,5.209003215,0.020287286,66.5,0.152828467,0.089552239,175
Salmon Creek,WA,2040,8.807228916,87.5,3.8561,1.7603,286100,0.562390158,10.42068699,0.038042642,37,0.061220311,0.013377926,63
Murrysville,PA,2046,8.967562558,80,2.8333,5.4553,216900,0.649651972,7.111111111,0.028155832,12.2,0.066989693,0.02716302,115
East Providence,RI,2048,5.114921223,75,6.7165,3.4897,191100,0.578947368,4.769736842,0.040156986,35.6,0.161988118,0.059340138,104
Theodore,AL,2056,1.018535681,72.73,19.9677,10.512,107100,0.187090739,4.897159647,0.02869281,77.7,0.158587258,0.041484716,144
Del City,OK,2060,2.131603336,88.89,3.9412,4.572,70500,-0.141643059,1.585014409,0.023758865,91.8,0.120274914,0.046428571,88
Dixon,CA,2064,7.348470806,87.5,6.5973,1.0513,360500,0.417827298,6.846473029,0.045761442,57.3,0.105907781,0.047619048,68
Ferguson,MO,2066,0.451343837,100,20.8032,16.6014,63200,-0.940438871,2.100161551,0.022721519,102.5,0.401849218,0.055752212,84
Jefferson Township,NJ,2067,3.388322521,72,2.2194,2.7254,279600,0.322927879,-0.214132762,0.00676681,51.7,0.123694635,0.138515781,173.5
Roselle,NJ,2070,1.106580167,66.67,34.6801,15.7463,173400,1.64126612,4.836759371,0.022231834,127.9,0.394197292,0.208047105,168.5
Haymarket,VA,2071,2.635773865,66.67,4.2492,3.5509,498100,-0.140336808,0.748381877,0.003675969,18.8,0.108025283,0.017730496,146.5
Fountain Hills,AZ,2076,6.303058387,78.26,2.1285,0.8135,367600,0.382304752,1.743703294,0.016915125,41.9,0.107071214,0.018735363,93
Coalinga,CA,2078,1.682113068,100,22.4126,10.6729,145800,-0.205338809,2.966101695,0.028100137,40.8,0.256880734,0.035714286,83
Bloomington,CA,2081,5.590361446,66.67,18.1818,3.904,251000,0.722311396,6.763079541,0.060860558,47.1,0.164410697,0.050200803,90
Nanuet,NY,2084,0.637627433,50,10.8032,2.0364,331000,-0.030202356,0.060459492,0.007299094,30.1,0.149521162,0.119834711,190.5
Hillside,NJ,2086,0.550509731,55.56,20.8823,13.253,203300,1.24501992,0.345508391,0.0138121,98.6,0.337979094,0.192783505,139
Siloam Springs,AR,2098,1.805375348,76.47,10.1505,4.0781,118500,0.679694138,1.629502573,0.014126582,110.4,0.159520516,0.00867052,99
Montgomery Village,MD,2100,0.046339203,59.09,18.6069,7.3918,235400,-0.127280441,-1.009251472,-0.002803738,71,0.224394184,0.05975522,122
Parma Heights,OH,2102,1.22150139,40,14.693,3.7958,101100,-0.39408867,0.497017893,0.026488625,34.7,0.148051654,0.046671767,101
Lino Lakes,MN,2104,5.919369787,53.85,9.912,0.9788,259300,0.426026336,4.514308746,0.027651369,54.2,0.102449056,0.025547445,105.5
Golden Valley,MN,2107,5.367006487,77.78,10.2941,1.919,253500,0.795228628,-1.667959659,0.013510848,48.6,0.114247905,0.019305019,103
Knightdale,NC,2112,6.870250232,100,3.838,4.9485,153800,0.32615786,4.982935154,0.038114434,40.7,0.09369287,0.031707317,77
Aberdeen,MD,2113,1.046339203,80,16.8731,5.13,190600,0.686740623,2.308105207,0.004611752,72,0.254681648,0.063348416,136
Hazlet,NJ,2114,6.473586654,72.73,3.8889,0.8291,307700,0.885245902,3.359086329,0.017556061,43.8,0.088935785,0.105084746,145.5
South Euclid,OH,2119,0.378127896,66.67,23.3047,6.64,83300,-0.358851675,0.96969697,0.02394958,83.8,0.311204718,0.06930157,136
West Carson,CA,2120,5.076923077,88.89,7.595,5.2595,434800,1.139799953,12.23541559,0.01323827,81.8,0.150296359,0.025352113,76
Lacey,NJ,2124,0.317886932,75,10.6374,10.8616,231100,-0.172786177,-7.964954202,-0.011436608,60.6,0.169148933,0.168016679,161
Happy Valley,OR,2125,7.900834106,88.89,4.6616,4.1165,426700,0.423629089,10.25839793,0.042666979,46.5,0.064755567,0.059288538,89
Imperial,MO,2126,0.928637627,71.43,19.5739,5.5707,160600,-0.618811881,1.581277672,0.030797011,43.5,0.192234124,0.015920398,85
Valley Center,CA,2130,6.629286376,83.33,4.0152,3.4998,534300,1.097445601,6.286055301,0.030821636,56.5,0.07751938,0.035714286,120.5
De Soto,MO,2131,1.493975904,28.57,26.0417,10.2102,119500,-0.747508306,4.366812227,0.029790795,56.3,0.163366971,0.028859655,127
Penn Township,PA,2135,7.957367933,87.5,6.1346,1.2655,156400,0.320718409,4.336224149,0.01988491,21.7,0.117327295,0.028939108,106.5
Graham,WA,2136,5.923076923,87.5,7.1751,3.5402,275500,0.437477215,6.700232378,0.048355717,62.4,0.134615385,0.058708415,99
Town of Westerly,RI,2143,4.486561631,61.54,3.4677,7.4035,302700,-0.493096647,2.471225457,0.028619095,44,0.087620312,0.037878788,176
Palisades Park,NJ,2147,3.934198332,88.89,6.0357,2.4479,555100,0.05407354,0.598042769,0.017474329,37.5,0.125171939,0.093406593,149
Avon Lake,OH,2148,8.510658017,88.89,4.5454,1.3197,213200,0.471253534,4.715127701,0.035966229,15.5,0.082081348,0.013392857,79
Arden,NC,2150,8.141797961,88,3.1818,5.5527,227700,0.441111601,4.930875576,0.025797101,22.6,0.055392363,0.015151515,116.5
Homewood,AL,2151,8.953660797,90,6.5461,2.0487,290600,0.345303867,9.867674858,0.063602891,51,0.122596154,0.019607843,120
Bentonville,AR,2156,6.260426321,79.17,6.0186,1.5001,172200,0.466744457,9.263959391,0.025586527,96,0.137514723,0.021413276,96
North Kingstown,RI,2163,4.78313253,52.94,5,5.4328,280300,-0.142500891,2.261948194,0.046389583,35.1,0.07828552,0.035661611,115
Holly Springs,NC,2164,8.478220575,95.74,3.2527,1.5155,239700,0.418935903,4.262722923,0.037909887,27.2,0.07578916,0.019646365,72.5
Benbrook,TX,2168,9.766450417,100,7.106,0.9601,165300,1.224739743,18.49462366,0.067090139,22.4,0.043466224,0.006369427,60.5
Fountain,CO,2169,1.624652456,90.48,11.7314,8.7665,190000,0.316789863,5.496946141,0.028952632,125.1,0.18894981,0.021205357,63
Saint Andrews,SC,2170,0.578313253,44.44,40.5526,13.4862,89000,0.225225225,3.850641774,0.039696629,108.6,0.192918874,0.083815029,124.5
Olney,MD,2171,2.088044486,68.75,2.6591,4.7371,450800,-0.088652482,-0.52956752,0.001370896,21.9,0.099171832,0.035800024,106
Trotwood,OH,2176,0.117701576,87.5,34.0491,10.5667,52300,0.191570881,-5.424954792,0.020898662,96.9,0.403079476,0.065547255,96
Lomita,CA,2177,5.239110287,100,8.3413,2.7824,583900,0.240343348,1.547826087,0.0057938,85.6,0.041994751,0.025,76
Ferndale,WA,2178,5.139944393,100,7.0589,3.1136,293400,0.307692308,4.412811388,0.010739605,34.2,0.079289565,0.04,97
Troutdale,OR,2182,4.771084337,88.89,18.0502,12.6085,257400,1.219032639,13.29225352,0.047303807,45.6,0.06877193,0.081632653,58
Marina,CA,2184,7.257645968,100,8.3092,6.74,449200,0.604703247,9.534259937,0.038239092,52.4,0.102827763,0.03125,83
La Canada Flintridge,CA,2188,9.734012975,100,2.1739,0.7999,1560100,0.664601884,8.763245956,0.028794949,107.4,0.013422819,0,65
Bessemer,AL,2189,1.021316033,71.43,24.3939,6.8633,54900,0,6.395348837,0.030856102,95.9,0.209440606,0.052750194,120
Five Corners,WA,2192,6.117701576,93.33,15.5463,2.653,242900,0.66307501,11.26889601,0.041206258,52.6,0.078115683,0.048346056,66
Columbia Heights,MN,2193,6.498609824,70,4.7578,1.8921,153800,1.117685733,8.923512748,0.041879064,104,0.162724014,0.024963289,85
Barnegat Township,NJ,2198,0.063021316,60,18.0037,10.7597,221400,0.180995475,-1.336898396,0.002782294,74.8,0.16061706,0.176553672,146.5
Silverdale,WA,2199,7.30583874,83.33,6.6478,2.1349,310800,0.452488688,8.823529412,0.034671815,33.4,0.121551081,0.021472393,82
Hayesville,OR,2200,3.854494903,90.91,18.4195,9.2111,183500,0.990643919,12.09529627,0.055961853,62.7,0.128014842,0.091097308,79
